AnnotationAccession,SeqID,Plasmid_Length,Genus,Kingdom,Annotation,isolation_source
GCF_014705865.1_ASM1470586v1,NZ_CP061522.1,110964,Acinetobacter,Bacteria,Humans,sterile body site
GCF_025560285.1_ASM2556028v1,NZ_CP048531.1,177577,Agrobacterium,Bacteria,Plants,crown gall
GCF_029990555.1_ASM2999055v1,NZ_CP124393.1,135338,Escherichia,Bacteria,,
GCF_027944675.1_ASM2794467v1,NZ_CP116095.1,102896,Escherichia,Bacteria,Humans,ICU staff rectal swab
GCF_032609235.1_ASM3260923v1,NZ_CP118296.1,35470,Borreliella,Bacteria,,
GCF_020525985.1_ASM2052598v1,NZ_CP084847.1,49648,Klebsiella,Bacteria,Water,
GCF_003609695.1_ASM360969v1,NZ_AP018497.1,127402,Mycobacterium,Bacteria,Unannotated,
GCF_025854255.1_ASM2585425v1,NZ_CP107617.1,110194,Acinetobacter,Bacteria,Unannotated,ENVIRONMENT
GCF_016454585.1_ASM1645458v1,NZ_CP051403.1,102040,Salmonella,Bacteria,Livestock,bovine
GCF_023375365.1_ASM2337536v1,NZ_CP091211.1,98995,Enterococcus,Bacteria,Humans,fecal sample
GCF_030063885.1_ASM3006388v1,NZ_CP124507.1,145535,Escherichia,Bacteria,Human-impacted,wastewater
GCF_002151485.1_ASM215148v1,NZ_CP019923.1,28157,Borreliella,Bacteria,Humans,
GCF_013267315.1_ASM1326731v1,NZ_CP053978.1,69863,Bacillus,Bacteria,Unannotated,
GCF_030036715.1_ASM3003671v1,NZ_CP124510.1,94785,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_030039345.1_ASM3003934v1,NZ_CP124518.1,125500,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_025854035.1_ASM2585403v1,NZ_CP107594.1,110194,Acinetobacter,Bacteria,Humans,skin
GCF_002968475.1_ASM296847v1,NZ_CP027156.1,184525,Klebsiella,Bacteria,Unannotated,
GCF_021899855.1_ASM2189985v1,NZ_CP091645.1,110357,Campylobacter,Bacteria,Food,Retail chicken
GCF_011068405.5_ASM1106840v5,NZ_CP088277.1,121299,Bradyrhizobium,Bacteria,Plants,
GCF_000832565.1_ASM83256v1,NZ_CP009462.1,94884,Bacillus,Bacteria,Livestock,Wool from Pakistan
GCF_002999075.1_ASM299907v1,NZ_CP027127.1,98987,Escherichia,Bacteria,Unannotated,
GCF_002278115.2_ASM227811v2,NZ_CP023144.1,103234,Escherichia,Bacteria,Food,Raw milk cheese
GCF_003399885.2_ASM339988v2,NZ_CP042900.1,117296,Escherichia,Bacteria,Food,Raw milk cheese
GCF_030053135.1_ASM3005313v1,NZ_CP125647.1,274203,Rhizobium,Bacteria,Plants,
GCF_023035795.1_ASM2303579v1,NZ_CP073157.1,89140,Borrelia,Bacteria,Humans,blood
GCF_024918895.1_ASM2491889v1,NZ_CP103759.1,132213,Escherichia,Bacteria,Humans,blood
GCF_001548175.1_ASM154817v1,NZ_AP014867.1,130548,Bacillus,Bacteria,Unannotated,
GCF_029338155.1_ASM2933815v1,NZ_CP119865.1,544190,Agrobacterium,Bacteria,Unannotated,
GCF_023538975.1_ASM2353897v1,NZ_CP097420.1,143352,Klebsiella,Bacteria,Humans,Human gut
GCF_016889265.1_ASM1688926v1,NZ_CP069489.1,14130,Escherichia,Bacteria,Humans,
GCF_025399035.1_ASM2539903v1,NZ_CP104640.1,92729,Escherichia,Bacteria,Unannotated,
GCF_024734155.1_ASM2473415v1,NZ_CP102878.1,222330,Klebsiella,Bacteria,Humans,
GCF_030863785.1_ASM3086378v1,NZ_CP132953.1,16127,Escherichia,Bacteria,,
GCF_025399015.1_ASM2539901v1,NZ_CP104637.1,158207,Salmonella,Bacteria,Unannotated,
GCF_016404405.2_ASM1640440v2,NZ_CP075628.1,118360,Escherichia,Bacteria,Humans,stool
GCF_020525905.1_ASM2052590v1,NZ_CP084826.1,109041,Klebsiella,Bacteria,Water,
GCF_029991195.1_ASM2999119v1,NZ_CP124333.1,105993,Escherichia,Bacteria,Human-impacted,wastewater
GCF_029716005.1_ASM2971600v1,NZ_CP099218.1,217792,Citrobacter,Bacteria,Earth,Pooled soil sample collected from floor of pig farm
GCF_027886525.1_ASM2788652v1,NZ_CP115690.1,136056,Enterobacter,Bacteria,Humans,Tracheal Aspirate/Wash
GCF_002589795.1_ASM258979v1,NZ_CP023896.1,83988,Escherichia,Bacteria,Humans,Rectal
GCF_002968475.1_ASM296847v1,NZ_CP027149.1,33772,Klebsiella,Bacteria,Unannotated,
GCF_030038915.1_ASM3003891v1,NZ_CP124430.1,113044,Escherichia,Bacteria,Water,environmental: river/lake
GCF_030053155.1_ASM3005315v1,NZ_CP125642.1,559700,Rhizobium,Bacteria,Plants,
GCF_003288475.1_ASM328847v1,NZ_CP030350.1,106698,Enterobacter,Bacteria,Unannotated,
GCF_023035795.1_ASM2303579v1,NZ_CP073150.1,29451,Borrelia,Bacteria,Humans,blood
GCF_016889865.1_ASM1688986v1,NZ_CP069555.1,5251,Escherichia,Bacteria,Humans,
GCF_002589795.1_ASM258979v1,NZ_CP023903.1,101274,Escherichia,Bacteria,Humans,Rectal
GCF_002589795.1_ASM258979v1,NZ_CP023895.1,91648,Escherichia,Bacteria,Humans,Rectal
GCF_003074075.1_ASM307407v1,NZ_CP029143.1,134879,Klebsiella,Bacteria,Unannotated,
GCF_019048185.1_ASM1904818v1,NZ_CP077332.1,157312,Lelliottia,Bacteria,Unannotated,
GCF_016903815.1_ASM1690381v1,NZ_CP069974.1,136429,Escherichia,Bacteria,Humans,
GCF_020525865.1_ASM2052586v1,NZ_CP084824.1,206626,Klebsiella,Bacteria,Humans,liver abscess
GCF_019048305.1_ASM1904830v1,NZ_CP077337.1,52429,Acinetobacter,Bacteria,Unannotated,
GCF_013318335.2_ASM1331833v2,NZ_CP116704.1,194697,Agrobacterium,Bacteria,Plants,
GCF_025560165.1_ASM2556016v1,NZ_CP048504.1,386412,Agrobacterium,Bacteria,Plants,crown gall
GCF_003018715.1_ASM301871v1,NZ_CP027333.1,46866,Escherichia,Bacteria,Humans,Stool
GCF_000439415.2_ASM43941v2,NZ_CP039501.1,81815,Salmonella,Bacteria,Food,frozen raw shrimp
GCF_009648715.1_ASM964871v1,NZ_CP045752.1,81815,Salmonella,Bacteria,Food,frozen raw shrimp
GCF_032351055.1_ASM3235105v1,NZ_CP135489.1,148746,Escherichia,Bacteria,,
GCF_020525665.1_ASM2052566v1,NZ_CP084769.1,379802,Klebsiella,Bacteria,,
GCF_020871915.1_ASM2087191v1,NZ_CP067075.1,158599,Rhizobium,Bacteria,Plants,
GCF_003073875.1_ASM307387v1,NZ_CP029110.1,91246,Escherichia,Bacteria,Unannotated,
GCF_017654585.1_ASM1765458v1,NZ_CP067278.1,44769,Escherichia,Bacteria,,
GCF_030863785.1_ASM3086378v1,NZ_CP132955.1,18806,Escherichia,Bacteria,,
GCF_022537925.1_ASM2253792v1,NZ_CP092389.1,133343,Priestia,Bacteria,Plants,estuarine plant
GCF_003073815.1_ASM307381v1,NZ_CP029107.1,93435,Escherichia,Bacteria,Unannotated,
GCF_000742315.1_ASM74231v1,NZ_CM002880.1,97502,Bacillus,Bacteria,,
GCF_000511355.1_ASM51135v1,NC_023146.1,220701,Leisingera,Bacteria,Water,seawater collected from a tide pool
GCF_025560225.1_ASM2556022v1,NZ_CP048517.1,175061,Agrobacterium,Bacteria,Plants,crown gall
GCF_001753565.1_ASM175356v1,NZ_CP017443.1,92583,Escherichia,Bacteria,Livestock,Cattle Hide
GCF_020525785.1_ASM2052578v1,NZ_CP084805.1,195131,Klebsiella,Bacteria,Unannotated,
GCF_017347565.1_ASM1734756v1,NZ_AP024148.1,113981,Methylobacterium,Bacteria,Unannotated,
GCF_019468645.1_ASM1946864v1,NZ_CP080515.1,129660,Salmonella,Bacteria,Food,food
GCF_013170785.1_ASM1317078v1,NZ_CP033508.1,242663,Mesorhizobium,Bacteria,Plants,
GCF_032607615.1_ASM3260761v1,NZ_CP119364.1,35468,Borreliella,Bacteria,,
GCF_009892385.1_ASM989238v1,NZ_CP032003.1,86699,Acinetobacter,Bacteria,Humans,Blood culture
GCF_016027155.1_ASM1602715v1,NZ_CP065678.1,54310,Clostridium,Bacteria,Unannotated,
GCF_012053325.1_ASM1205332v1,NZ_CP050770.1,145548,Salmonella,Bacteria,Humans,Diarrheal patient
GCF_902502825.2_E03_1.v3,NZ_LR723672.1,206959,Pseudorhizobium,Bacteria,Earth,Paddy soil under the long-term application of triazophos insecticide
GCF_016629465.1_ASM1662946v1,NZ_AP024225.1,48695,Lactococcus,Bacteria,Unannotated,
GCF_002113845.3_ASM211384v3,NZ_CP020895.2,108267,Legionella,Bacteria,Humans,Respiratory sample - sputum
GCF_002968475.1_ASM296847v1,NZ_CP027155.1,49000,Klebsiella,Bacteria,Unannotated,
GCF_019431295.1_ASM1943129v1,NZ_CP080226.1,82610,Escherichia,Bacteria,Livestock,clinical sample
GCF_020525965.1_ASM2052596v1,NZ_CP084833.1,111507,Klebsiella,Bacteria,Water,
GCF_025560525.1_ASM2556052v1,NZ_CP048562.1,248434,Agrobacterium,Bacteria,Plants,crown gall
GCF_013401495.1_ASM1340149v1,NZ_CP058527.1,520191,Agrobacterium,Bacteria,Unannotated,
GCF_008693565.1_ASM869356v1,NZ_CP044110.1,44138,Klebsiella,Bacteria,Humans,clinical isolate
GCF_003812205.1_ASM381220v1,NZ_CP033863.1,23171,Acinetobacter,Bacteria,Humans,UCC isolate
GCF_025560345.1_ASM2556034v1,NZ_CP048538.1,140597,Agrobacterium,Bacteria,Plants,crown gall
GCF_016454345.1_ASM1645434v1,NZ_CP051373.1,122954,Salmonella,Bacteria,Livestock,bovine
GCF_014170635.1_ASM1417063v1,NZ_CP059915.1,122124,Escherichia,Bacteria,,
GCF_024139015.1_ASM2413901v1,NZ_CP076808.1,65432,Acinetobacter,Bacteria,Humans,peritoneal abcess
GCF_033098885.1_ASM3309888v1,NZ_CP135960.1,134102,Escherichia,Bacteria,,
GCF_028596185.1_ASM2859618v1,NZ_CP117245.1,93832,Salmonella,Bacteria,Unannotated,
GCF_020526005.1_ASM2052600v1,NZ_CP084854.1,110871,Klebsiella,Bacteria,Humans,Urinary tract
GCF_002285835.1_ASM228583v1,NZ_CP023051.1,61922,Listeria,Bacteria,Human-impacted,environmental swab
GCF_027920325.1_ASM2792032v1,NZ_CP115898.1,174224,Pantoea,Bacteria,Humans,blood
GCF_020525925.1_ASM2052592v1,NZ_CP084877.1,163751,Klebsiella,Bacteria,Humans,blood
GCF_002393365.1_ASM239336v1,NZ_CP023532.1,13833,Escherichia,Bacteria,Humans,human
GCF_025311235.1_ASM2531123v1,NZ_CP104485.1,82631,Salmonella,Bacteria,Food,Poultry Meat
GCF_013267315.1_ASM1326731v1,NZ_CP053977.1,82340,Bacillus,Bacteria,Unannotated,
GCF_000012905.2_ASM1290v2,NC_007488.2,114179,Rhodobacter,Bacteria,,
GCF_012109355.1_ASM1210935v1,NZ_CP050807.1,51115,Lactiplantibacillus,Bacteria,Food,kimchi
GCF_002005285.1_ASM200528v1,NZ_CP019709.1,96196,Yersinia,Bacteria,Human-impacted,lab strain
GCF_024734235.1_ASM2473423v1,NZ_CP102894.1,184774,Klebsiella,Bacteria,Animals,
GCF_022819325.1_ASM2281932v1,NZ_CP079858.1,131838,Agrobacterium,Bacteria,Unannotated,
GCF_004551615.1_ASM455161v1,NZ_CP037936.1,25506,Leuconostoc,Bacteria,Food,kimchi
GCF_000769405.2_CC275e2020,NZ_CP053442.1,261950,Rhizobium,Bacteria,Earth,soil
GCF_016629465.1_ASM1662946v1,NZ_AP024227.1,29033,Lactococcus,Bacteria,Unannotated,
GCF_030053155.1_ASM3005315v1,NZ_CP125641.1,654550,Rhizobium,Bacteria,Plants,
GCF_007012305.1_ASM701230v1,NZ_CP041394.1,137828,Escherichia,Bacteria,Livestock,trach wash
GCF_001913215.1_ASM191321v1,NZ_CP017008.1,76088,Pseudomonas,Bacteria,Plants,kiwifruit orchard
GCF_030036795.1_ASM3003679v1,NZ_CP124503.1,146767,Escherichia,Bacteria,Human-impacted,wastewater
GCF_905311385.2_NRS6116B,NZ_OX419581.1,63590,Bacillus,Bacteria,Earth,garden soil
GCF_023822185.1_ASM2382218v1,NZ_CP087601.1,109261,Lactococcus,Bacteria,Livestock,Raw cow milk
GCF_001535315.2_ASM153531v2,NZ_CP014995.1,109917,Salmonella,Bacteria,Food,peanut butter
GCF_001753525.1_ASM175352v1,NZ_CP017447.1,92559,Escherichia,Bacteria,Livestock,Cattle Hide
GCF_030039325.1_ASM3003932v1,NZ_CP124416.1,134299,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_019357535.1_ASM1935753v1,NZ_CP079957.1,66425,Macrococcus,Bacteria,Food,pork meat
GCF_025259345.1_ASM2525934v1,NZ_CP104367.1,93844,Salmonella,Bacteria,Unannotated,
GCF_024426665.1_ASM2442666v1,NZ_CP098522.1,198716,Acinetobacter,Bacteria,Humans,urine
GCF_017348855.1_ASM1734885v1,NZ_CP071396.1,46161,Klebsiella,Bacteria,Humans,urine
GCF_022439585.1_ASM2243958v1,NZ_CP091127.1,193603,Serratia,Bacteria,Livestock,Wound fluid
GCF_003288375.1_ASM328837v1,NZ_CP030343.1,207546,Klebsiella,Bacteria,Unannotated,
GCF_003288455.1_ASM328845v1,NZ_CP030339.1,35509,Escherichia,Bacteria,Unannotated,
GCF_003491425.1_ASM349142v1,NZ_CP030367.1,61537,Salinibacter,Bacteria,Water,ENVO:00002006
GCF_026506315.1_ASM2650631v1,NZ_CP097712.1,188685,Escherichia,Bacteria,Food,Chicken blood (Gallus gallus)
GCF_001756025.2_ASM175602v2,NZ_CP074664.1,93960,Salmonella,Bacteria,Food,post chill chicken carcass
GCF_019928625.2_ASM1992862v2,NZ_CP115839.1,42434,Klebsiella,Bacteria,Humans,respiratory
GCF_003018135.1_ASM301813v1,NZ_CP027473.1,81624,Escherichia,Bacteria,Humans,Stool
GCF_002741375.1_ASM274137v1,NZ_CP024287.1,124142,Escherichia,Bacteria,Unannotated,
GCF_029226505.1_ASM2922650v1,NZ_CP118213.1,166629,Klebsiella,Bacteria,,
GCF_001420955.1_ASM142095v1,NZ_CP013024.1,120611,Escherichia,Bacteria,Humans,stool
GCF_027944575.1_ASM2794457v1,NZ_CP116069.1,82435,Escherichia,Bacteria,Humans,ICU staff rectal swab
GCF_030585325.1_ASM3058532v1,NZ_CP043470.1,110962,Acinetobacter,Bacteria,,
GCF_029714105.1_ASM2971410v1,NZ_CP121568.1,68038,Acinetobacter,Bacteria,Humans,
GCF_001548115.1_Gm3709_assembly_1.0,NZ_AP014828.1,37779,Geminocystis,Bacteria,Water,water
GCF_023035795.1_ASM2303579v1,NZ_CP073151.1,60105,Borrelia,Bacteria,Humans,blood
GCF_002151505.1_ASM215150v1,NZ_CP019760.1,30651,Borreliella,Bacteria,Animals,tick
GCF_023066725.1_ASM2306672v1,NZ_CP087641.1,132733,Klebsiella,Bacteria,Humans,
GCF_002903025.1_ASM290302v1,NZ_CP026180.1,97198,Klebsiella,Bacteria,Unannotated,
GCF_000511355.1_ASM51135v1,NC_023136.1,285395,Leisingera,Bacteria,Water,seawater collected from a tide pool
GCF_029991185.1_ASM2999118v1,NZ_CP124321.1,119946,Escherichia,Bacteria,Human-impacted,wastewater treatment plant efflux
GCF_002741375.1_ASM274137v1,NZ_CP024286.1,113727,Escherichia,Bacteria,Unannotated,
GCF_002741175.1_ASM274117v1,NZ_CP024230.1,73915,Escherichia,Bacteria,Unannotated,
GCF_002741155.1_ASM274115v1,NZ_CP024294.1,101907,Escherichia,Bacteria,,
GCF_003073675.1_ASM307367v1,NZ_CP029101.1,208035,Klebsiella,Bacteria,Unannotated,
GCF_002589795.1_ASM258979v1,NZ_CP023897.1,51479,Escherichia,Bacteria,Humans,Rectal
GCF_025854155.1_ASM2585415v1,NZ_CP107606.1,67019,Acinetobacter,Bacteria,Unannotated,ENVIRONMENT
GCF_030036715.1_ASM3003671v1,NZ_CP124509.1,146755,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_023658665.1_ASM2365866v1,NZ_CP094664.1,27265,Staphylococcus,Bacteria,Food,Turkey salad
GCF_012051385.1_ASM1205138v1,NZ_CP050732.1,181971,Salmonella,Bacteria,Humans,Diarrheal patient
GCF_025560285.1_ASM2556028v1,NZ_CP048530.1,386412,Agrobacterium,Bacteria,Plants,crown gall
GCF_002278115.2_ASM227811v2,NZ_CP023143.1,228947,Escherichia,Bacteria,Food,Raw milk cheese
GCF_013317865.2_ASM1331786v2,NZ_CP115929.1,197267,Agrobacterium,Bacteria,Plants,
GCF_002952035.2_ASM295203v2,NZ_CP020945.2,161611,Pantoea,Bacteria,Plants,Toombs County
GCF_024734155.1_ASM2473415v1,NZ_CP102880.1,100448,Klebsiella,Bacteria,Humans,
GCF_003399795.2_ASM339979v2,NZ_CP042974.1,117296,Escherichia,Bacteria,Food,Raw milk cheese
GCF_003312525.2_ASM331252v2,NZ_CP030784.2,100347,Escherichia,Bacteria,Humans,Stool
GCF_003018715.1_ASM301871v1,NZ_CP027334.1,181066,Escherichia,Bacteria,Humans,Stool
GCF_030037975.1_ASM3003797v1,NZ_CP124456.1,146449,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_010287845.2_ASM1028784v2,NZ_CP077945.1,51223,Leptospira,Bacteria,Livestock,urine
GCF_016071555.1_ASM1607155v1,NZ_CP063823.1,188381,Clostridium,Bacteria,,
GCF_020525705.1_ASM2052570v1,NZ_CP084774.1,124980,Klebsiella,Bacteria,Water,
GCF_018138105.1_ASM1813810v1,NZ_CP073112.1,181745,Rhizobium,Bacteria,Plants,
GCF_028553885.1_ASM2855388v1,NZ_CP067171.1,190534,Paracoccus,Bacteria,Earth,isolated from tidal flat sediment
GCF_016432785.1_ASM1643278v1,NZ_CP061102.1,95832,Escherichia,Bacteria,Humans,
GCF_005144505.2_ASM514450v2,NZ_CP109972.1,248634,Agrobacterium,Bacteria,Unannotated,
GCF_013318015.2_ASM1331801v2,NZ_CP115846.1,206366,Agrobacterium,Bacteria,Plants,
GCF_030036655.1_ASM3003665v1,NZ_CP124516.1,146635,Escherichia,Bacteria,Human-impacted,wastewater
GCF_030038915.1_ASM3003891v1,NZ_CP124431.1,87732,Escherichia,Bacteria,Water,environmental: river/lake
GCF_030062785.1_ASM3006278v1,NZ_CP114547.1,59757,Ligilactobacillus,Bacteria,Animals,Feces
GCF_001548115.1_Gm3709_assembly_1.0,NZ_AP014824.1,49712,Geminocystis,Bacteria,Water,water
GCF_016629445.1_ASM1662944v1,NZ_AP024211.1,81705,Lactococcus,Bacteria,Food,yogurt
GCF_024734155.1_ASM2473415v1,NZ_CP102879.1,101383,Klebsiella,Bacteria,Humans,
GCF_023539035.1_ASM2353903v1,NZ_CP097431.1,87915,Escherichia,Bacteria,Humans,Human gut
GCF_013816515.1_ASM1381651v1,NZ_CP057148.1,252642,Citrobacter,Bacteria,Livestock,Pooled cattle faecal samples collected from floor of farm
GCF_003812205.1_ASM381220v1,NZ_CP033864.1,68135,Acinetobacter,Bacteria,Humans,UCC isolate
GCF_020525705.1_ASM2052570v1,NZ_CP084773.1,150964,Klebsiella,Bacteria,Water,
GCF_017579865.1_ASM1757986v1,NZ_CP066368.1,66038,Escherichia,Bacteria,Humans,
GCF_001598095.1_ASM159809v1,NZ_CP014849.1,38333,Bacillus,Bacteria,Earth,Soil
GCF_014218315.1_ASM1421831v1,NZ_AP023329.1,45372,Acetobacter,Bacteria,Unannotated,
GCF_024734135.1_ASM2473413v1,NZ_CP102875.1,45244,Klebsiella,Bacteria,Animals,
GCF_030062535.1_ASM3006253v1,NZ_CP041389.1,125809,Raoultella,Bacteria,Unannotated,
GCF_016756455.1_ASM1675645v1,NZ_AP022328.1,67915,Escherichia,Bacteria,Humans,feces
GCF_030036855.1_ASM3003685v1,NZ_CP124493.1,111743,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_030036835.1_ASM3003683v1,NZ_CP124496.1,88152,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_010365485.1_ASM1036548v1,NZ_CP048360.1,144585,Escherichia,Bacteria,Unannotated,environment
GCF_030389315.1_ASM3038931v1,NZ_CP128917.1,137068,Escherichia,Bacteria,Humans,ascites fluid
GCF_001718915.1_ASM171891v1,NZ_CP013454.1,128579,Burkholderia,Bacteria,Plants,plant roots
GCF_030020765.1_ASM3002076v1,NZ_CP125081.1,154088,Klebsiella,Bacteria,Humans,aerobic blood culture bottle
GCF_017348855.1_ASM1734885v1,NZ_CP071395.1,170909,Klebsiella,Bacteria,Humans,urine
GCF_016458945.1_ASM1645894v1,NZ_CP066749.1,95679,Escherichia,Bacteria,Unannotated,
GCF_009696685.2_ASM969668v2,NZ_CP102357.1,141168,Paracoccus,Bacteria,Earth,Lotus pond; a sulfur-borax hot spring
GCF_018986775.1_ASM1898677v1,NZ_CP076715.1,133419,Escherichia,Bacteria,,
GCF_016458925.1_ASM1645892v1,NZ_CP066754.1,89397,Escherichia,Bacteria,Unannotated,
GCF_034644215.1_ASM3464421v1,NZ_CP141095.1,101664,Escherichia,Bacteria,,
GCF_020525985.1_ASM2052598v1,NZ_CP084845.1,111501,Klebsiella,Bacteria,Water,
GCF_014872735.1_ASM1487273v1,NZ_CP060032.1,70953,Aeromonas,Bacteria,Animals,Head kidney; Spleen
GCF_002208765.2_ASM220876v2,NZ_CP022042.2,41221,Psychrobacter,Bacteria,Earth,permafrost
GCF_002407145.1_ASM240714v1,NZ_CP023547.1,25046,Campylobacter,Bacteria,Food,chicken breast
GCF_009649055.1_ASM964905v1,NZ_CP045792.1,25046,Campylobacter,Bacteria,Food,chicken breast
GCF_014169975.1_ASM1416997v1,NZ_CP054279.1,140764,Citrobacter,Bacteria,Humans,Rectal swab
GCF_020525825.1_ASM2052582v1,NZ_CP084809.1,115603,Klebsiella,Bacteria,Water,
GCF_030585285.1_ASM3058528v1,NZ_CP043463.1,110967,Acinetobacter,Bacteria,,
GCF_014170975.1_ASM1417097v1,NZ_CP059948.1,138915,Escherichia,Bacteria,Livestock,
GCF_030063865.1_ASM3006386v1,NZ_CP124449.1,63038,Escherichia,Bacteria,,
GCF_023374205.1_ASM2337420v1,NZ_CP097226.1,103694,Klebsiella,Bacteria,Humans,respiratory
GCF_001420955.1_ASM142095v1,NZ_CP013027.1,174564,Escherichia,Bacteria,Humans,stool
GCF_028607085.1_ASM2860708v1,NZ_CP117414.1,50217,Sphingomonas,Bacteria,Human-impacted,Oil contaminated soil
GCF_013318015.2_ASM1331801v2,NZ_CP115845.1,57127,Agrobacterium,Bacteria,Plants,
GCF_020525845.1_ASM2052584v1,NZ_CP084861.1,226445,Klebsiella,Bacteria,Humans,feces
GCF_002949895.1_ASM294989v1,NZ_CP026868.1,145169,Shigella,Bacteria,,
GCF_003073835.1_ASM307383v1,NZ_CP029113.1,114412,Escherichia,Bacteria,Unannotated,
GCF_014705805.1_ASM1470580v1,NZ_CP061516.1,83626,Acinetobacter,Bacteria,Humans,sterile body site
GCF_000024865.1_ASM2486v1,NC_013596.1,28204,Streptosporangium,Bacteria,Unannotated,
GCF_023538975.1_ASM2353897v1,NZ_CP097421.1,96910,Klebsiella,Bacteria,Humans,Human gut
GCF_003399895.2_ASM339989v2,NZ_CP042902.1,113908,Escherichia,Bacteria,Food,Raw milk cheese
GCF_024734175.1_ASM2473417v1,NZ_CP102884.1,222331,Klebsiella,Bacteria,Humans,
GCF_003018775.1_ASM301877v1,NZ_CP027350.1,97117,Escherichia,Bacteria,Humans,Stool
GCF_024734135.1_ASM2473413v1,NZ_CP102870.1,257713,Klebsiella,Bacteria,Animals,
GCF_029713785.1_ASM2971378v1,NZ_CP121564.1,70111,Acinetobacter,Bacteria,Humans,
GCF_023374165.1_ASM2337416v1,NZ_CP097235.1,70829,Klebsiella,Bacteria,Humans,Rectal Swab
GCF_028622095.1_ASM2862209v1,NZ_CP115166.1,450606,Deinococcus,Bacteria,Water,Freshwater stream system; activated sludge
GCF_026506415.1_ASM2650641v1,NZ_CP097728.1,117915,Escherichia,Bacteria,Food,Chicken heart (Gallus gallus)
GCF_017101655.1_ASM1710165v1,NZ_CP063960.1,208224,Clostridium,Bacteria,,
GCF_019431295.1_ASM1943129v1,NZ_CP080227.1,82875,Escherichia,Bacteria,Livestock,clinical sample
GCF_003073955.1_ASM307395v1,NZ_CP029123.1,97471,Escherichia,Bacteria,Unannotated,
GCF_020525985.1_ASM2052598v1,NZ_CP084844.1,155131,Klebsiella,Bacteria,Water,
GCF_017654585.1_ASM1765458v1,NZ_CP067276.1,72228,Escherichia,Bacteria,,
GCF_024917435.1_ASM2491743v1,NZ_CP103583.1,176613,Klebsiella,Bacteria,Humans,blood
GCF_030036755.1_ASM3003675v1,NZ_CP124501.1,86455,Escherichia,Bacteria,Human-impacted,wastewater
GCF_027944655.1_ASM2794465v1,NZ_CP116089.1,187674,Escherichia,Bacteria,Humans,ICU staff rectal swab
GCF_020525965.1_ASM2052596v1,NZ_CP084831.1,172669,Klebsiella,Bacteria,Water,
GCF_029948145.1_ASM2994814v1,NZ_CP124122.1,137276,Enterobacter,Bacteria,Humans,other
GCF_029229465.1_ASM2922946v1,NZ_CP117862.1,97332,Komagataeibacter,Bacteria,Unannotated,
GCF_030053155.1_ASM3005315v1,NZ_CP125643.1,446819,Rhizobium,Bacteria,Plants,
GCF_003400045.2_ASM340004v2,NZ_CP042897.1,167754,Escherichia,Bacteria,Food,Raw milk cheese
GCF_020525485.1_ASM2052548v1,NZ_CP084867.1,230142,Klebsiella,Bacteria,Humans,liver abscess
GCF_022870485.1_ASM2287048v1,NZ_CP095007.1,260739,Halococcus,Archaea,Earth,Rock salt from Permian period
GCF_025560525.1_ASM2556052v1,NZ_CP048561.1,252603,Agrobacterium,Bacteria,Plants,crown gall
GCF_028872175.1_ASM2887217v1,NZ_CP118399.1,136334,Klebsiella,Bacteria,Humans,Tissue
GCF_008505035.1_ASM850503v1,NZ_CP043854.1,166898,Enterobacter,Bacteria,Humans,rectal screen
GCF_013317865.2_ASM1331786v2,NZ_CP115928.1,147666,Agrobacterium,Bacteria,Plants,
GCF_022537925.1_ASM2253792v1,NZ_CP092391.1,39414,Priestia,Bacteria,Plants,estuarine plant
GCF_027944595.1_ASM2794459v1,NZ_CP116073.1,89022,Escherichia,Bacteria,Humans,ICU staff rectal swab
GCF_019048385.1_ASM1904838v1,NZ_CP077367.1,180597,Pantoea,Bacteria,Unannotated,
GCF_013364455.1_ASM1336445v1,NZ_CP054887.1,176253,Shigella,Bacteria,,
GCF_025560085.1_ASM2556008v1,NZ_CP048494.1,386412,Agrobacterium,Bacteria,Plants,crown gall
GCF_021166235.1_ASM2116623v1,NZ_CP089027.1,63408,Klebsiella,Bacteria,Unannotated,
GCF_000769405.2_CC275e2020,NZ_CP053443.1,260097,Rhizobium,Bacteria,Earth,soil
GCF_000218875.1_ASM21887v1,NC_015715.1,37387,Zymomonas,Bacteria,Food,sick cider
GCF_020844125.1_ASM2084412v1,NZ_CP063981.1,65096,Enterococcus,Bacteria,Unannotated,
GCF_021165975.1_ASM2116597v1,NZ_CP088910.1,188969,Rhodococcus,Bacteria,Earth,forest soil
GCF_021228815.1_ASM2122881v1,NZ_CP089384.1,243534,Klebsiella,Bacteria,Humans,urine
GCF_902502825.2_E03_1.v3,NZ_LR723673.1,150934,Pseudorhizobium,Bacteria,Earth,Paddy soil under the long-term application of triazophos insecticide
GCF_902502825.2_E03_1.v3,NZ_LR723671.1,227935,Pseudorhizobium,Bacteria,Earth,Paddy soil under the long-term application of triazophos insecticide
