Node,Community,PIRACopyNumber,Plasmid_Length,Total_Chromosome_Length
NZ_LR723673.1,9,0.51315585,150934,4055910
NZ_LR723671.1,9,0.514115909,227935,4055910
NZ_CP048516.1,9,0.522818211,209962,5192243
NZ_CP048535.1,9,0.525234812,252582,5192239
NZ_CP048542.1,9,0.530339235,177577,5154568
NZ_CP048480.1,9,0.530600955,177577,4947894
NZ_CP048587.1,9,0.533852501,177576,4902140
NZ_CP048495.1,9,0.533914006,184669,5302235
NZ_CP132318.1,9,0.548216769,158166,3810368
NZ_CP048572.1,9,0.554531694,252582,5202880
NZ_CP055271.1,9,0.560008625,204451,4849270
NZ_CP132307.1,9,0.58133551,134902,3571468
NZ_CP055272.1,9,0.59850413,200741,4849270
NZ_CP132306.1,9,0.599138967,137810,3571468
NZ_CP123851.1,9,0.607505689,177576,4865165
NZ_CP125097.1,9,0.624703603,177577,4872785
NZ_CP116686.1,9,0.624914794,186886,4931139
NZ_CP088153.1,9,0.633175034,175478,6720795
NZ_CP055273.1,9,0.637068418,150182,4849270
NZ_CP110835.1,9,0.638044318,178723,4827367
NZ_CP048553.1,9,0.65076868,472639,5315220
NZ_CP116699.1,9,0.654465938,227357,5067595
NZ_CP073113.1,9,0.66722896,245508,6684122
NZ_CP124736.1,9,0.668846369,190036,4557786
NZ_CP056050.1,9,0.690580172,370903,4875033
NZ_CP115926.1,9,0.713266145,485342,4840484
NZ_CP124966.1,9,0.727087314,219494,5034398
NZ_CP048484.1,9,0.74639432,252582,5092048
NZ_CP049215.1,9,0.755034518,397688,6610537
NZ_CP056051.1,9,0.761680568,258841,4875033
NZ_CP055267.1,9,0.770257428,266885,5040984
NZ_CP050897.1,9,0.774883408,208600,5758243
NZ_CP116734.1,9,0.781247701,245375,4869442
NZ_CP116687.1,9,0.785900515,222064,4931139
NZ_CP056045.1,9,0.786737832,370902,4873973
NZ_CP123846.1,9,0.801608986,177577,4884466
NZ_CP116691.1,9,0.869273135,155815,5008980
NZ_CP115843.1,9,0.870998705,632660,4941781
NZ_CP124969.1,9,0.87194915,255596,5243637
NZ_CP088152.1,9,0.887181207,293882,6720795
NZ_CP115844.1,9,0.897495296,164530,4941781
NZ_CP123842.1,9,0.90760808,209131,5011534
NZ_CP116698.1,9,0.916247522,719769,5067595
NZ_CP056046.1,9,0.973194287,258841,4873973
NZ_CP128217.1,9,0.985723434,252072,4919369
NZ_CP072170.1,9,0.992846649,396698,4658610
NZ_CP072169.1,9,0.993023644,403143,4658610
NZ_CP117263.1,9,0.996687726,430508,3816680
NZ_CP124965.1,9,1.006858594,804464,5034398
NZ_CP072153.1,9,1.03124881,420652,5625120
NZ_CP117262.1,9,1.035007977,756443,3816680
NZ_CP072175.1,9,1.038894591,605541,4005685
NZ_CP125649.1,9,1.06480713,199472,4676374
NZ_CP116685.1,9,1.076278379,494181,4931139
NZ_CP067074.1,9,1.126471908,605540,4005874
NZ_CP044124.1,9,1.169408358,252168,5963356
NZ_CP072148.1,9,1.190409519,420487,5625110
NZ_CP072164.1,9,1.19612996,455093,5492816
NZ_CP049208.1,9,1.208852907,289141,4776224
NZ_CP045382.1,9,1.244181608,152967,6170751
NZ_CP072160.1,9,1.257902397,196592,5320938
NZ_CP049210.1,9,1.31587383,176213,4776224
NZ_CP062114.1,9,1.358921067,120900,5667809
NZ_CP068127.1,7,0.135621546,58432,3514679
NZ_CP102628.1,7,0.61711598,104605,2782538
NZ_CP068129.1,7,1.013960394,76161,3511859
NZ_CP117228.1,7,1.02814579,104612,2782573
NZ_CP037938.1,7,1.056378934,29596,1917647
NZ_CP064844.1,7,1.080429387,86630,2951919
NZ_CP066025.1,7,1.350783269,84981,3495847
NZ_CP025083.1,7,1.618000492,58524,2974111
NZ_CP025569.1,7,2.14691377,58517,3026819
NZ_CP023514.1,7,2.27095736,147615,3381046
NZ_CP070516.1,7,4.894425604,23086,1829213
NZ_CP119361.1,1,0.146290518,24632,901955
NZ_CP019757.1,1,0.371544562,31245,909921
NZ_CP075092.1,1,0.379824305,29837,920509
NZ_CP118296.1,1,0.405719362,35470,903324
NZ_CP019923.1,1,0.408647149,28157,910728
NZ_CP073157.1,1,0.417924651,89140,929359
NZ_CP119364.1,1,0.44500131,35468,901955
NZ_CP019760.1,1,0.470518891,30651,909921
NZ_CP073140.1,1,0.530775284,89551,927976
NZ_CP118304.1,1,0.540251178,35452,902845
NZ_CP075094.1,1,0.549231489,32427,920509
NZ_CP119389.1,1,0.583666533,35471,902489
NZ_CP073230.1,1,0.586430331,37443,926328
NZ_CP075097.1,1,0.58825475,38423,920509
NZ_CP019850.1,1,0.604074669,30580,909921
NZ_CP116882.1,1,0.607578836,35078,912938
NZ_CP116880.1,1,0.615927478,39355,912938
NZ_CP019766.1,1,0.626110846,52951,909921
NZ_CP044645.1,1,0.626692171,3947,905334
NZ_CP075389.1,1,0.643378082,60640,927759
NZ_CP019855.1,1,0.652465349,52971,909921
NZ_CP073142.1,1,0.65464823,184687,927976
NZ_CP073229.1,1,0.673531371,34890,926328
NZ_CP073153.1,1,0.67456614,194439,929359
NZ_CP044654.1,1,0.696471737,2987,905334
NZ_CP119379.1,1,0.69881035,41596,903203
NZ_CP075096.1,1,0.717373916,33856,920509
NZ_CP044813.1,1,0.730559329,3726,903844
NZ_CP073200.1,1,0.732708981,28142,925548
NZ_CP117899.1,1,0.745230989,32099,901917
NZ_CP044635.1,1,0.748673949,7327,905334
NZ_CP019762.1,1,0.750714043,21891,909921
NZ_CP075386.1,1,0.751700033,58974,927759
NZ_CP019848.1,1,0.799182287,30299,909921
NZ_CP075083.1,1,0.802410536,188079,920509
NZ_CP019926.1,1,0.821872609,52971,910728
NZ_CP116876.1,1,0.837296325,48637,912938
NZ_CP019758.1,1,0.845346787,30222,909921
NZ_CP073146.1,1,0.872537278,30908,927976
NZ_CP075398.1,1,0.890884241,45938,927759
NZ_CP075085.1,1,0.893665451,22615,920509
NZ_CP019759.1,1,0.908016264,30300,909921
NZ_CP019846.1,1,0.921923081,30726,909921
NZ_CP073132.1,1,0.947028799,11510,906429
NZ_CP044647.1,1,0.953535578,3822,905334
NZ_CP116883.1,1,0.976374768,26298,912938
NZ_CP044795.1,1,0.988742655,7099,903844
NZ_CP073144.1,1,0.996557704,26534,927976
NZ_CP075099.1,1,1.014907542,59483,920509
NZ_CP073155.1,1,1.016408296,45879,929359
NZ_CP119363.1,1,1.025746221,41687,901955
NZ_CP116879.1,1,1.039865311,29501,912938
NZ_CP117897.1,1,1.048902593,28075,901917
NZ_CP044794.1,1,1.051213855,7485,903844
NZ_CP019847.1,1,1.068394502,30418,909921
NZ_CP117891.1,1,1.069226612,26308,901779
NZ_CP073208.1,1,1.074270236,48822,925548
NZ_CP117914.1,1,1.093738331,17359,900541
NZ_CP075091.1,1,1.099333525,28495,920509
NZ_CP075098.1,1,1.145281871,39066,920509
NZ_CP118303.1,1,1.163907311,41661,902845
NZ_CP118295.1,1,1.165902389,41603,903324
NZ_CP117892.1,1,1.188298536,32334,901779
NZ_CP075385.1,1,1.191706818,30125,927759
NZ_CP117903.1,1,1.193335593,27118,903375
NZ_CP019756.1,1,1.19697505,61418,909921
NZ_CP075399.1,1,1.203762832,47280,927759
NZ_CP117898.1,1,1.20747209,19876,901917
NZ_CP044799.1,1,1.222048781,6210,903844
NZ_CP075381.1,1,1.229808982,28421,927759
NZ_CP116881.1,1,1.252360846,26683,912938
NZ_CP119378.1,1,1.255678062,16544,903203
NZ_CP073206.1,1,1.261259285,44855,925548
NZ_CP075392.1,1,1.269707631,24508,927759
NZ_CP073174.1,1,1.278646201,58048,926405
NZ_CP117895.1,1,1.285308834,27110,901917
NZ_CP073191.1,1,1.288409154,53380,925473
NZ_CP119362.1,1,1.328593189,16880,901955
NZ_CP019764.1,1,1.37149855,38834,909921
NZ_CP019921.1,1,1.378863955,62238,910728
NZ_CP044634.1,1,1.383954359,7857,905334
NZ_CP073143.1,1,1.384716064,25951,927976
NZ_CP044638.1,1,1.400181158,6269,905334
NZ_CP117888.1,1,1.400373568,27110,901779
NZ_CP044785.1,1,1.404670024,28224,903844
NZ_CP073221.1,1,1.4171996,28176,926328
NZ_CP119388.1,1,1.462183749,41608,902489
NZ_CP073207.1,1,1.499367145,45533,925548
NZ_CP117906.1,1,1.558071645,31377,903375
NZ_CP044784.1,1,1.558436043,72488,903844
NZ_CP073164.1,1,1.597150241,156947,926405
NZ_CP075383.1,1,1.602300694,29166,927759
NZ_CP073189.1,1,1.631036765,43246,925473
NZ_CP073141.1,1,1.659524551,12304,927976
NZ_CP075086.1,1,1.661361335,24381,920509
NZ_CP073135.1,1,1.664166423,88018,906429
NZ_CP073154.1,1,1.677995766,23243,929359
NZ_CP073173.1,1,1.681056017,42272,926405
NZ_CP075082.1,1,1.694011684,10596,920509
NZ_CP044626.1,1,1.694869034,72310,905334
NZ_CP117905.1,1,1.707961512,25036,903375
NZ_CP073168.1,1,1.711457646,30161,926405
NZ_CP019849.1,1,1.726408726,30674,909921
NZ_CP117910.1,1,1.747054343,9367,900541
NZ_CP019919.1,1,1.750771377,31245,910728
NZ_CP044627.1,1,1.76391353,27425,905334
NZ_CP073197.1,1,1.785401239,10400,925548
NZ_CP075395.1,1,1.809940524,34741,927759
NZ_CP073187.1,1,1.870876582,37518,925473
NZ_CP073188.1,1,1.884730813,40073,925473
NZ_CP019755.1,1,1.897144989,26498,909921
NZ_CP073226.1,1,1.916883451,24802,926328
NZ_CP019920.1,1,1.918850428,25789,910728
NZ_CP118294.1,1,1.928418835,17843,903324
NZ_CP073181.1,1,1.941205924,10423,925473
NZ_CP019852.1,1,1.959550697,36714,909921
NZ_CP019853.1,1,1.963028638,38841,909921
NZ_CP118302.1,1,1.988432382,17083,902845
NZ_CP116877.1,1,1.99223566,30637,912938
NZ_CP073172.1,1,1.993781614,33571,926405
NZ_CP019763.1,1,2.051250949,36780,909921
NZ_CP073163.1,1,2.054548592,10439,926405
NZ_CP073179.1,1,2.062800341,30800,925473
NZ_CP019924.1,1,2.08860744,36846,910728
NZ_CP117890.1,1,2.11758596,28085,901779
NZ_CP059017.1,1,2.1407397,21042,906948
NZ_CP073152.1,1,2.144404389,11436,929359
NZ_CP044801.1,1,2.175104762,5855,903844
NZ_CP073190.1,1,2.208625586,48398,925473
NZ_CP073167.1,1,2.274696793,28144,926405
NZ_CP073133.1,1,2.314532899,11763,906429
NZ_CP019845.1,1,2.342086223,26498,909921
NZ_CP116884.1,1,2.409686317,9474,912938
NZ_CP059014.1,1,2.516063289,27418,906948
NZ_CP073186.1,1,2.580511476,36403,925473
NZ_CP073175.1,1,2.611278597,60018,926405
NZ_CP073204.1,1,2.685992437,36703,925548
NZ_CP073166.1,1,2.736230695,24401,926405
NZ_CP019918.1,1,2.838718908,56632,910728
NZ_CP073222.1,1,2.902911375,10400,926328
NZ_CP059015.1,1,2.965653974,20462,906948
NZ_CP117915.1,1,2.974133158,12943,900541
NZ_CP019917.1,1,2.98114296,26498,910728
NZ_CP073131.1,1,2.997943071,10168,906429
NZ_CP044640.1,1,3.018678471,5855,905334
NZ_CP073183.1,1,3.244169241,18709,925473
NZ_CP059022.1,1,3.286757438,7295,906948
NZ_CP019922.1,1,3.346917539,16800,910728
NZ_CP059019.1,1,3.421080769,32549,906948
NZ_CP073225.1,1,3.502272068,16935,926328
NZ_CP073134.1,1,3.541621626,26581,906429
NZ_CP075390.1,1,3.542102438,10202,927759
NZ_CP019761.1,1,3.754911043,16821,909921
NZ_CP019851.1,1,3.910002417,16820,909921
NZ_CP059010.1,1,4.130115587,27153,906948
NZ_CP059023.1,1,4.1615777,7301,906948
NZ_CP117904.1,1,4.253206983,17627,903375
NZ_CP119387.1,1,4.266686975,17055,902489
NZ_CP059024.1,1,5.048402991,9918,906948
NZ_CP059020.1,1,5.196847358,22002,906948
NZ_CP059013.1,1,5.842716813,21363,906948
NZ_CP073228.1,1,6.437892943,30617,926328
NZ_CP059012.1,1,6.512677862,22962,906948
NC_015313.1,1,7.135694671,15063,7096571
NZ_CP059026.1,1,8.09212707,13956,906948
NZ_CP070106.1,5,0.149596761,30085,5408158
NZ_CP082866.1,5,0.318552323,14065,6149600
NZ_CP023646.1,6,0.161966954,214673,4813450
NZ_CP053752.1,6,0.559228075,212834,4818418
NZ_CP065623.1,6,1.129089863,123793,4939520
NZ_CP119444.1,6,1.293389152,285256,4772765
NZ_CP065614.1,4,1.307680548,261275,5069623
NZ_CP119442.1,4,1.323358585,274029,5053585
NZ_CP065616.1,6,1.411205317,155369,5272040
NZ_CP065612.1,4,1.708862932,277227,5194588
NZ_CP046285.1,6,1.856606432,213386,4877883
NZ_CP068091.1,6,2.124123202,122799,4412414
NZ_CP069997.1,10,0.163275398,47037,5171181
NZ_CP097714.1,10,0.273642352,95875,4787760
NZ_CP069452.1,10,0.283210101,109644,5082895
NZ_CP029119.1,10,0.306518306,35284,4831922
NZ_CP116086.1,10,0.322977889,87637,5010565
NZ_CP116096.1,10,0.325691075,86167,4942224
NZ_CP104024.1,10,0.355386547,61198,3800604
NZ_CP116090.1,10,0.357493351,90981,4827214
NZ_CP124474.1,10,0.374202911,91072,4965329
NZ_CP059909.1,10,0.378976036,111912,5109016
NZ_CP041959.1,10,0.383653629,84917,4856183
NZ_CP116068.1,10,0.390116339,98708,5366488
NZ_CP075629.1,10,0.397805071,100108,4966561
NZ_CP023144.1,10,0.413409619,103234,5292297
NZ_CP041394.1,10,0.460793451,137828,4857938
NZ_CP013024.1,10,0.467159725,120611,5155368
NZ_CP124431.1,10,0.483372868,87732,4974345
NZ_CP097431.1,10,0.485827898,87915,4735021
NZ_CP066749.1,10,0.49045313,95679,5524652
NZ_CP066754.1,10,0.491382635,89397,5568284
NZ_CP141095.1,10,0.491882474,101664,5050178
NZ_CP116073.1,10,0.509334849,89022,5226109
NZ_CP034804.1,10,0.52772686,83424,5496616
NZ_CP077263.1,10,0.556758059,95620,4918872
NZ_CP110262.1,10,0.564662966,89449,4705540
NZ_CP116171.1,10,0.57382289,88352,4804285
NZ_CP116076.1,10,0.614705286,87625,4958823
NZ_CP069972.1,10,0.616254012,83090,5144509
NZ_CP128889.1,10,0.617040557,83028,4800203
NZ_CP097427.1,10,0.620141458,87915,4727328
NZ_CP116117.1,10,0.642848712,87921,5014914
NZ_CP031903.1,10,0.678868737,88545,5277234
NZ_CP051420.1,10,0.698980016,83778,4722156
NZ_CP067233.1,10,0.710407416,107006,4622610
NZ_CP069999.1,10,0.757492391,82270,5171181
NZ_CP116161.1,10,0.761570808,77960,4807773
NZ_CP116125.1,10,0.782632343,86916,5018128
NZ_CP070009.1,10,0.795252705,86286,5269977
NZ_CP055601.1,10,0.807095758,112380,4565833
NZ_CP124395.1,10,0.814302854,90724,4919904
NZ_CP039299.1,10,0.824065505,105771,4742390
NZ_CP030218.1,10,0.830042819,97234,4716530
NZ_CP100488.1,10,0.832332675,87908,5095622
NZ_CP087632.1,10,0.849142349,99753,5413509
NZ_CP068153.1,10,0.8500021,80453,4938568
NZ_CP045756.1,10,0.85042323,99458,4726556
NZ_CP082344.1,10,0.85456323,75943,4226818
NZ_OW968290.1,10,0.861305908,90448,4862596
NZ_CP039475.1,10,0.867028937,95348,4726548
NZ_CP140413.1,10,0.874450681,117393,4861050
NZ_CP100546.1,10,0.887322794,112664,4679910
NZ_CP023957.1,10,0.890996989,48550,5169451
NZ_CP057464.1,10,0.900211564,107745,4622703
NZ_CP075699.1,10,0.903913128,90123,5163725
NZ_CP053754.1,10,0.907798629,88060,4818418
NZ_CP051405.1,10,0.909346317,99003,4820130
NZ_CP053576.1,10,0.913264074,63301,4776313
NZ_CP100502.1,10,0.921662413,112293,5559392
NZ_CP097366.1,10,0.93019545,86293,4912601
NC_018659.1,10,0.941028402,88544,5273097
NZ_CP057659.1,10,0.943331504,89313,4584354
NZ_CP050758.1,10,0.958615433,87883,4721555
NZ_CP100741.1,10,0.959371209,88662,4790069
NZ_CP116200.1,10,0.960437028,86715,4897706
NZ_CP069958.1,10,0.960459372,94581,5115034
NZ_CP135666.1,10,0.974048459,94265,5113034
NZ_CP050747.1,10,0.978233937,88006,4970193
NZ_CP082105.1,10,1.008450736,91472,5217608
NZ_CP116112.1,10,1.010304178,118716,4680477
NZ_CP027535.1,10,1.013419706,101207,5022408
NZ_CP041679.1,10,1.050412882,88891,5000290
NZ_OW848982.1,10,1.062987196,97252,4879412
NZ_CP051453.1,10,1.068171517,99888,4764471
NZ_CP038347.1,10,1.117756961,89068,5566982
NZ_CP014096.2,10,1.11796328,82828,4878943
NZ_OW968126.1,10,1.131207775,103714,4877427
NZ_CP033883.1,10,1.137228489,88005,5206490
NZ_CP103470.1,10,1.170844741,85055,5165674
NZ_CP135645.1,10,1.177429435,90712,5055184
NZ_CP030921.1,10,1.186491983,109118,4810511
NZ_CP065573.1,10,1.214895286,84218,4887211
NZ_CP015161.1,10,1.242395396,88023,5012253
NZ_CP055956.1,10,1.289873117,117379,4427993
NZ_CP021739.1,10,1.290538928,50235,4864149
NZ_CP030289.1,10,1.291395984,117908,4834965
NZ_CP135699.1,10,1.292993763,104860,5023218
NZ_OX030730.1,10,1.297769205,100782,5290358
NZ_CP123232.1,10,1.300612459,91437,4989393
NZ_CP082058.1,10,1.300695255,92494,5091604
NZ_CP057682.1,10,1.308412958,117379,4571983
NZ_CP100734.1,10,1.315944643,87844,4790068
NZ_CP055697.1,10,1.320130011,117379,4571987
NZ_OX460332.1,10,1.324453341,88489,4741476
NZ_CP096977.1,10,1.352414091,80851,5155820
NZ_CP135672.1,10,1.367555704,151518,5712798
NZ_OX460318.1,10,1.367954233,88429,4725107
NZ_LR890272.1,10,1.369348883,95130,5059386
NZ_CP128981.1,10,1.409869638,121438,5180264
NZ_CP021693.1,10,1.414893134,50228,4862952
NZ_CP070112.1,10,1.427316026,88686,5030370
NZ_AP025743.1,10,1.433227559,123362,5486912
NZ_CP115836.1,10,1.436487143,103536,4883017
NZ_CP037994.1,10,1.444775582,84511,4851542
NZ_CP051450.1,10,1.488190997,93550,4872740
NZ_CP049846.1,10,1.492895442,109478,5016451
NZ_CP063290.1,10,1.505069581,113786,4713149
NZ_CP030234.1,10,1.512379744,94810,4729786
NZ_OX460325.1,10,1.515975285,88442,4722421
NZ_CP103628.1,10,1.516671173,86843,4859834
NZ_CP021882.1,10,1.546489497,67973,4746578
NZ_CP103505.1,10,1.550948954,87513,5352213
NZ_CP021533.1,10,1.552610959,48528,4830167
NZ_LR898869.1,10,1.573780136,96021,4557302
NZ_CP038417.1,10,1.598445641,89216,5475244
NZ_CP103572.1,10,1.602862497,94670,4752362
NZ_CP029742.1,10,1.60394879,139740,5213052
NZ_CP093069.1,10,1.611159889,100606,5054078
NZ_CP025339.1,10,1.624295798,112565,4835517
NZ_CP051318.1,10,1.625756592,105973,4862977
NZ_CP016516.1,10,1.631591606,98998,4751447
NZ_CP065569.2,10,1.636531542,107790,4972399
NZ_CP103546.1,10,1.63751977,98998,4774808
NZ_CP024854.1,10,1.638161828,96413,5054076
NZ_CP103594.1,10,1.641501145,94615,5093976
NZ_CP016533.1,10,1.644920825,91980,4751449
NZ_CP049844.1,10,1.681050241,88163,5003672
NZ_OX460328.1,10,1.702990047,88510,4721705
NZ_CP058363.1,10,1.711517959,147971,5364464
NZ_CP135689.1,10,1.754942963,102136,4549613
NZ_CP012923.1,10,1.766776925,99011,4751447
NZ_CP069867.1,10,1.810793629,81604,5010420
NZ_CP020511.1,10,1.825151303,85008,5087166
NZ_CP103661.1,10,1.840817936,82128,5100777
NZ_CP032524.1,10,1.842676631,94537,5032769
NZ_CP045951.1,10,1.86651929,93769,4865665
NZ_CP032260.1,10,1.869472637,87423,5119553
NZ_OW969692.1,10,1.899539686,103689,4664620
NZ_CP063296.1,10,1.914417941,102507,4790379
NZ_CP012936.1,10,1.927654302,98999,4809628
NZ_CP124821.1,10,1.937704209,86154,5323817
NZ_CP054221.1,10,1.957790295,86740,5010549
NZ_CP069481.1,10,1.958614125,92886,5218953
NZ_CP103535.1,10,1.966476663,94558,4828093
NZ_LR890329.1,10,1.987496954,47582,5200778
NZ_CP091678.1,10,1.992329015,108771,4675244
NZ_CP129386.1,10,1.992907941,94398,4711862
NZ_CP103624.1,10,2.005839763,86833,4840778
NZ_CP027395.1,10,2.008128064,117229,5277316
NZ_OX460338.1,10,2.028140546,88654,4730372
NZ_LR890609.1,10,2.053726903,89833,4843422
NZ_CP058360.1,10,2.08352233,103005,5452031
NZ_CP091684.1,10,2.085083207,100833,4956558
NZ_LN890525.1,10,2.110540542,84987,4966880
NZ_CP091675.1,10,2.164466245,89404,4846819
NZ_CP016568.1,10,2.209474972,98998,4751462
NZ_CP103590.1,10,2.225814344,91107,5202260
NZ_CP016572.1,10,2.247286912,98999,4751746
NZ_CP091698.1,10,2.266641126,86740,4868848
NZ_CP030232.1,10,2.284685529,87319,4603878
NZ_CP082089.1,10,2.32678587,59165,4825997
NZ_CP066010.1,10,2.334035601,86768,4878004
NZ_CP103522.1,10,2.362035352,90425,5115059
NZ_CP085071.1,10,2.420080478,48551,4977654
NZ_CP060167.1,10,2.456440154,84899,4876060
NZ_LR890274.1,10,2.499279654,85915,5059386
NZ_CP135648.1,10,2.593189942,86199,4829602
NZ_CP103748.1,10,2.631584874,50937,4896043
NZ_CP012929.1,10,2.780253954,96042,4790331
NZ_CP085062.1,10,2.801435282,66866,4865648
NZ_CP046284.1,10,2.874353158,87018,4884738
NZ_CP058811.1,10,3.026740135,90483,4865373
NZ_CP135660.1,10,3.069837575,87747,4897043
NZ_CP054216.1,10,3.081828697,88657,5025664
NZ_CP016520.1,10,3.274907366,92323,4751335
NZ_CP023534.1,10,3.27965069,108679,5277336
NZ_OW967977.1,10,3.490084362,103714,4869560
NZ_CP128953.1,10,3.503141964,101720,4091740
NZ_CP117858.1,9,0.165762879,173561,3495026
NZ_CP117859.1,9,0.2061651,259334,3495026
NZ_CP041350.1,9,0.952849765,190752,3527401
NZ_CP041349.1,9,1.024755604,233861,3527401
NZ_CP036406.1,9,1.184398505,183533,3105849
NZ_CP118676.1,9,1.391795184,260483,3452065
NZ_CP024583.1,9,1.591610099,256041,4180106
NZ_AP019758.1,1,0.167072345,37330,1993917
NZ_AP019760.1,1,0.328517029,37319,1995204
NZ_CP040060.1,1,1.072795588,37318,1969211
NZ_CP107248.1,1,1.346781285,30334,1964576
NZ_CP107269.1,1,1.410771686,30339,1964485
NZ_CP007556.1,1,2.667785113,38660,2062778
NZ_CP102591.1,1,4.764170309,9873,3839527
NZ_CP095747.1,1,15.52008205,9298,5233652
NZ_CP066360.1,9,0.169007342,172809,3580177
NZ_CP125647.1,9,0.417404717,274203,4676374
NZ_CP109970.1,9,0.553981227,343478,5066896
NZ_CP088278.1,9,0.817772466,447920,10427939
NZ_CP141050.1,9,0.904350137,1131471,4965092
NZ_CP082162.1,9,0.957284182,601650,8314481
NZ_CP092842.1,9,1.061271818,859431,7289796
NZ_CP064696.1,9,1.260223927,537573,8178443
NZ_CP081460.1,11,0.174637793,135687,2773076
NZ_CP081467.1,11,0.360978046,135254,2773111
NZ_CP081473.1,11,0.630738293,135625,2772943
NZ_CP066283.1,12,0.179097245,30326,4761878
NZ_CP067280.1,12,0.942715844,28722,4664222
NZ_CP070035.1,8,0.179733591,51967,4721433
NZ_CP037880.1,8,0.321110564,40085,5036850
NZ_CP066368.1,8,0.486511691,66038,4718281
NZ_CP023547.1,8,0.492867292,25046,1670005
NZ_CP045792.1,8,0.492868177,25046,1670008
NZ_CP024861.1,8,0.541662563,33548,4839565
NZ_CP038181.1,8,0.615916684,33309,4541147
NZ_CP020905.1,8,0.676361839,41111,5380605
NZ_CP023905.1,8,0.689334963,35225,4711093
NZ_CP100389.1,8,0.693752063,49274,4806224
NZ_CP128936.1,8,0.695805299,43680,4990655
NZ_CP032190.1,8,0.730535611,36889,5312321
NZ_CP128934.1,8,0.737341456,57074,4990655
NZ_CP048826.1,8,0.763664748,33309,4622863
NZ_CP059933.1,8,0.791476861,57265,4801284
NZ_CP080094.1,8,0.825894994,33310,4680320
NZ_CP058341.1,8,0.827784501,26486,1654173
NZ_CP075701.1,8,0.828395299,59820,5163725
NZ_CP010074.1,8,0.846964469,36604,1742364
NZ_CP042970.1,8,0.893563452,33304,4985114
NZ_CP009320.1,8,0.894553209,63573,8596086
NZ_CP051309.1,8,0.912443578,48529,4881835
NZ_CP084362.1,8,0.924009372,51398,4802250
NZ_CP077636.1,8,0.929410364,38247,1808863
NZ_CP104668.1,8,0.963033452,58872,5123200
NZ_CP043204.1,8,0.963647191,64415,4656753
NZ_CP032705.1,8,0.966760799,29830,3758528
NZ_CP024858.1,8,0.987937169,57991,4856773
NZ_CP048333.1,8,1.043301384,32102,4891237
NZ_CP028715.1,8,1.061836428,62649,5115630
NZ_CP043182.1,8,1.066315203,64997,5044633
NZ_CP097372.1,8,1.067899218,34418,4855612
NZ_CP082060.1,8,1.068358676,33429,5091604
NZ_CP043220.1,8,1.068363357,64997,5075343
NZ_LR828263.1,8,1.105487804,41650,5198504
NZ_CP010303.1,8,1.107358353,36604,1745537
NZ_CP116127.1,8,1.122345169,38312,5018128
NZ_CP067270.1,8,1.168266297,35341,4648008
NZ_CP030006.1,8,1.183254717,67730,4725468
NZ_CP116078.1,8,1.199856644,42640,4958823
NZ_CP045055.1,8,1.215029713,40386,4930424
NZ_CP087636.1,8,1.28138757,31960,5497181
NZ_CP116178.1,8,1.290248825,36682,4897619
NZ_CP075124.1,8,1.295893848,33067,4679656
NZ_CP043202.1,8,1.336407011,64997,4656146
NZ_CP038361.1,8,1.344309573,58000,5403105
NZ_CP060524.1,8,1.345064272,33310,4679617
NZ_CP016524.1,8,1.352695578,37697,4750474
